0.083259024	-0.0007930005	-0.054356582	-0.01347252	-0.07007619	0.008504514	0.025727259	0.045283813	-0.059416704	0.058643784	0.049361862	0.10264757	0.06425112	0.033377785	-0.037314016	-0.018509956
0.06293185	0.1390334	-0.0026998986	-0.059000675	-0.09936326	0.055624172	-0.0177238	0.027825296	-0.033188388	0.11664398	0.015123051	0.0075653414	0.09119818	0.067256324	-0.09210945	-0.013212303
0.030533567	0.052746937	0.020431086	-0.037011076	-0.07215737	0.061015707	-0.033901334	0.11610957	0.03274666	0.12663211	-0.033623204	0.05502242	0.055384718	0.053593874	-0.095449895	0.02366468
0.033614244	0.10731086	-0.029918931	-6.6593144e-05	-0.03961817	0.025670491	-0.016360397	0.06971599	-0.004049751	0.018501464	0.012731909	0.017478768	-0.0065967524	0.07963159	-0.108151466	0.008080138
0.05780839	0.11102404	-0.03283041	-0.018147677	-0.017668942	0.019925963	-0.007471415	-0.015452912	0.04999414	0.072072715	0.026542326	0.14144982	-0.025118032	0.08736263	-0.043387435	0.030511897
-0.055168387	0.11641937	0.016005527	-0.00862737	-0.021919789	0.019681767	-0.075915836	0.09584735	-0.0036145567	-0.0397744	0.0028939054	0.039954625	0.02786441	0.05981684	-0.0720013	0.013148458
0.124495804	0.047976427	0.022781046	0.06237181	-0.09799251	0.007300846	0.019472938	0.038111158	-0.004622423	0.017476903	-0.04007737	0.03634209	0.14925967	0.10985841	-0.075288005	0.00096009066
-0.008283347	0.15651539	0.022020387	0.030108264	-0.016943527	0.008708832	-0.03322779	0.079191044	0.0022021662	0.07525555	0.098341	0.023454972	0.08428731	0.0063737724	0.011687193	-0.024429148
0.06796865	0.037987843	-0.06533618	-0.026739743	-0.029509744	0.0348506	-0.014681097	-0.04468935	-0.13098218	0.08721215	0.059638087	-0.0867907	-0.013850462	0.0781655	-0.09243734	-0.00040580207
0.1289281	0.070546806	-0.052238803	-0.07567319	-0.11089935	0.019676195	-0.013913483	0.048847258	0.027399609	0.07390958	-0.0040750573	0.020134961	-0.023822127	0.09699136	-0.007290338	-0.05807364
0.079960264	0.037330154	-0.052278716	-0.036143076	-0.07155629	0.02754017	0.04460208	-0.050285965	0.033823382	0.1289288	0.045800865	0.044738792	0.026239656	0.023715246	0.02575553	0.04424084
0.0358018	0.03222833	-0.070303254	-0.03689973	0.030125238	0.0014559652	-0.0071121245	-0.058896754	0.0073070056	0.096759155	0.04473864	0.09409991	0.051857814	0.10781701	-0.08376875	0.006478989
0.015317796	-0.0018837766	0.00043312006	-0.02982644	0.009812809	0.046850186	0.056742292	0.047972478	-0.040674314	0.047567077	0.10761096	-0.051227696	0.023841232	0.021537127	-0.1421129	0.0626373
